,method,eps,fake_iou,perturbation,lb_box,ub_box,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
30,IBP+backward (CROWN-IBP),0.00035999999999999997,False,whitenoise,"[63.9457, 90.58159, 88.47755, 109.86036]","[70.49835, 93.7945, 95.74716, 114.28855]","[0.2961278794258174, 1]",6.318092346191406e-05,"[0.4978823661804199, 1.0]",0.007707118988037109
31,IBP+backward (CROWN-IBP),0.00035999999999999997,False,brightness,"[64.91336, 91.11636, 89.423584, 110.50983]","[69.42929, 93.26177, 94.68365, 113.64186]","[0.41247064825044377, 1]",5.817413330078125e-05,"[0.5685334801673889, 0.9926835]",0.007473945617675781
32,IBP+backward (CROWN-IBP),0.00035999999999999997,False,contrast,"[65.21439, 91.616615, 90.03017, 112.04421]","[65.49336, 91.77177, 90.42024, 112.36116]","[0.868066864037026, 0.9443981058526525]",5.698204040527344e-05,"[0.8834879398345947, 0.9273898]",0.0068359375
33,IBP+backward (CROWN-IBP),0.00035999999999999997,False,CGT_brightness,"[63.9457, 90.58159, 88.47755, 109.86036]","[70.49835, 93.7945, 95.74716, 114.28855]","[0.2961278794258174, 1]",4.792213439941406e-05,"[0.4978823661804199, 1.0]",0.006282806396484375
34,IBP+backward (CROWN-IBP),0.00035999999999999997,False,CGT_brightness_clamp,"[63.9457, 90.58159, 88.47755, 109.86036]","[70.49835, 93.7945, 95.74716, 114.28855]","[0.2961278794258174, 1]",4.7206878662109375e-05,"[0.4978823661804199, 1.0]",0.006233930587768555
35,IBP+backward (CROWN-IBP),0.00041999999999999996,False,whitenoise,"[63.570755, 90.20885, 88.01723, 109.20068]","[72.16829, 94.46809, 97.42759, 114.94681]","[0.20952332169058913, 1]",6.29425048828125e-05,"[0.40768152475357056, 1.0]",0.007421016693115234
36,IBP+backward (CROWN-IBP),0.00041999999999999996,False,brightness,"[64.701614, 90.83298, 89.12117, 109.95722]","[70.90684, 93.84648, 96.17086, 114.19484]","[0.3082108939068572, 1]",5.6743621826171875e-05,"[0.4823090136051178, 1.0]",0.007241249084472656
37,IBP+backward (CROWN-IBP),0.00041999999999999996,False,contrast,"[65.20559, 91.611404, 90.02209, 111.96606]","[65.62366, 91.83856, 90.59754, 112.400085]","[0.84642284284936, 0.957258764909787]",5.4836273193359375e-05,"[0.8686121702194214, 0.93167156]",0.006562232971191406
38,IBP+backward (CROWN-IBP),0.00041999999999999996,False,CGT_brightness,"[63.570755, 90.20885, 88.01723, 109.20068]","[72.16829, 94.46809, 97.42759, 114.94681]","[0.20952332169058913, 1]",4.8160552978515625e-05,"[0.40768152475357056, 1.0]",0.006138801574707031
39,IBP+backward (CROWN-IBP),0.00041999999999999996,False,CGT_brightness_clamp,"[63.570755, 90.20885, 88.01723, 109.20068]","[72.16829, 94.46809, 97.42759, 114.94681]","[0.20952332169058913, 1]",4.696846008300781e-05,"[0.40768152475357056, 1.0]",0.006056070327758789
40,IBP+backward (CROWN-IBP),0.00047999999999999996,False,whitenoise,"[63.039032, 89.792076, 87.52368, 108.500824]","[73.92845, 95.24894, 99.32811, 115.685715]","[0.14187623321799747, 1]",6.389617919921875e-05,"[0.3225690424442291, 1.0]",0.007668972015380859
41,IBP+backward (CROWN-IBP),0.00047999999999999996,False,brightness,"[64.33606, 90.50581, 88.78634, 109.36428]","[72.474434, 94.539085, 97.87971, 114.82873]","[0.223002546399666, 1]",5.7220458984375e-05,"[0.398280531167984, 1.0]",0.00741887092590332
42,IBP+backward (CROWN-IBP),0.00047999999999999996,False,contrast,"[65.19596, 91.60569, 90.01312, 111.885864]","[65.75618, 91.90715, 90.77688, 112.44014]","[0.8250827774619809, 0.9707919148341219]",5.698204040527344e-05,"[0.8537799715995789, 0.93616533]",0.00691986083984375
43,IBP+backward (CROWN-IBP),0.00047999999999999996,False,CGT_brightness,"[63.039032, 89.792076, 87.52368, 108.500824]","[73.92845, 95.24894, 99.32811, 115.685715]","[0.14187623321799747, 1]",4.792213439941406e-05,"[0.3225690424442291, 1.0]",0.00624394416809082
44,IBP+backward (CROWN-IBP),0.00047999999999999996,False,CGT_brightness_clamp,"[63.039032, 89.792076, 87.52368, 108.500824]","[73.92845, 95.24894, 99.32811, 115.685715]","[0.14187623321799747, 1]",4.8160552978515625e-05,"[0.3225690424442291, 1.0]",0.006189107894897461
45,IBP+backward (CROWN-IBP),0.0005399999999999999,False,whitenoise,"[62.38334, 89.07888, 86.8236, 107.73692]","[75.95328, 96.22899, 101.528854, 116.68152]","[0.08534321985694877, 1]",6.914138793945312e-05,"[0.24064524471759796, 1.0]",0.00768589973449707
46,IBP+backward (CROWN-IBP),0.0005399999999999999,False,brightness,"[63.849182, 89.884, 88.24753, 108.70744]","[74.31025, 95.43263, 99.892136, 115.72238]","[0.14722982048372574, 1]",5.793571472167969e-05,"[0.3114616870880127, 1.0]",0.0075800418853759766
47,IBP+backward (CROWN-IBP),0.0005399999999999999,False,contrast,"[65.18532, 91.5992, 90.00313, 111.804886]","[65.8907, 91.97672, 90.958176, 112.481255]","[0.8041167754279918, 0.9849716233892303]",5.698204040527344e-05,"[0.8390434384346008, 0.94084454]",0.007358074188232422
48,IBP+backward (CROWN-IBP),0.0005399999999999999,False,CGT_brightness,"[62.38334, 89.07888, 86.8236, 107.73692]","[75.95328, 96.22899, 101.528854, 116.68152]","[0.08534321985694877, 1]",5.6743621826171875e-05,"[0.24064524471759796, 1.0]",0.0071642398834228516
49,IBP+backward (CROWN-IBP),0.0005399999999999999,False,CGT_brightness_clamp,"[62.38334, 89.07888, 86.8236, 107.73692]","[75.95328, 96.22899, 101.528854, 116.68152]","[0.08534321985694877, 1]",5.078315734863281e-05,"[0.24064524471759796, 1.0]",0.006269216537475586
50,IBP+backward (CROWN-IBP),0.0006,False,whitenoise,"[61.653114, 88.25523, 85.963486, 106.94985]","[78.340614, 97.317726, 104.048645, 117.8425]","[0.0434128823047791, 1]",6.29425048828125e-05,"[0.14386731386184692, 1.0]",0.007650136947631836
51,IBP+backward (CROWN-IBP),0.0006,False,brightness,"[63.289913, 89.1535, 87.55174, 108.02791]","[76.50695, 96.43443, 102.21797, 116.782326]","[0.08783305967980318, 1]",7.104873657226562e-05,"[0.22934895753860474, 1.0]",0.007358074188232422
52,IBP+backward (CROWN-IBP),0.0006,False,contrast,"[65.173706, 91.58583, 89.99159, 111.72034]","[66.06997, 92.04761, 91.183876, 112.52616]","[0.7768232225818137, 1]",5.7220458984375e-05,"[0.8215690851211548, 0.94442147]",0.007284879684448242
53,IBP+backward (CROWN-IBP),0.0006,False,CGT_brightness,"[61.653114, 88.25523, 85.963486, 106.94985]","[78.340614, 97.317726, 104.048645, 117.8425]","[0.0434128823047791, 1]",5.507469177246094e-05,"[0.14386731386184692, 1.0]",0.006662130355834961
54,IBP+backward (CROWN-IBP),0.0006,False,CGT_brightness_clamp,"[61.653114, 88.25523, 85.963486, 106.94985]","[78.340614, 97.317726, 104.048645, 117.8425]","[0.0434128823047791, 1]",4.696846008300781e-05,"[0.14386731386184692, 1.0]",0.006372690200805664
