,method,image_id,eps_contrast,eps_contrast_CROWN,fake_iou,perturbation,bounds_clip,elapsed_time_perturbation,elapsed_time_eps_computed_ious,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
10,IBP,2,0.001,0.001,True,contrast,"[[37.78239, 68.34192, 63.05814, 86.477684], [98.25263, 116.41614, 122.92567, 137.28731]]",0.2269740104675293,0.0014538764953613281,"[0, 1]",0.0,"[0, 1]",0.0
11,IBP+backward (CROWN-IBP),2,0.0,0.0,False,contrast,"[[65.2478, 91.63695, 90.06029, 112.29341], [65.2478, 91.63695, 90.06029, 112.29341]]",0.3596489429473877,0.009643077850341797,"[0.9134497259389366, 0.9134497259389366]",6.29425048828125e-05,"[0.9134497046470642, 0.9134497]",0.00780797004699707
12,IBP+backward (CROWN-IBP),2,0.0001,0.0001,False,contrast,"[[65.24157, 91.63294, 90.055084, 112.26509], [65.26419, 91.648605, 90.084145, 112.298065]]",0.3443722724914551,0.00964808464050293,"[0.909837600876756, 0.91671245904741]",6.175041198730469e-05,"[0.9112933278083801, 0.915244]",0.00782012939453125
13,IBP+backward (CROWN-IBP),2,0.0002,0.0002,False,contrast,"[[65.23325, 91.62769, 90.04756, 112.18292], [65.30618, 91.67874, 90.15047, 112.30548]]",0.34534502029418945,0.00967097282409668,"[0.9011314680165629, 0.9243672179750652]",6.29425048828125e-05,"[0.9057930707931519, 0.9195643]",0.00783228874206543
14,IBP+backward (CROWN-IBP),2,0.00030000000000000003,0.00030000000000000003,False,contrast,"[[65.22217, 91.62134, 90.03744, 112.09873], [65.37268, 91.71909, 90.24969, 112.32333]]",0.3468441963195801,0.009769201278686523,"[0.8882943138190939, 0.9339474329371912]",6.198883056640625e-05,"[0.8974352478981018, 0.9242547]",0.007911920547485352
15,IBP+backward (CROWN-IBP),2,0.0004,0.0004,False,contrast,"[[65.208664, 91.61319, 90.02486, 111.992485], [65.579926, 91.81607, 90.538216, 112.387024]]",0.34883689880371094,0.009666204452514648,"[0.8536095328654916, 0.9528864869307517]",6.198883056640625e-05,"[0.8735676407814026, 0.93021387]",0.007812023162841797
16,IBP+backward (CROWN-IBP),2,0.0005,0.0005,False,contrast,"[[65.19266, 91.60365, 90.009964, 111.859146], [65.800644, 91.93019, 90.83687, 112.45366]]",0.37297987937927246,0.009585857391357422,"[0.818079867227742, 0.9754119503240517]",6.29425048828125e-05,"[0.8488737940788269, 0.9376869]",0.007750034332275391
17,IBP+backward (CROWN-IBP),2,0.0006000000000000001,0.0006000000000000001,False,contrast,"[[65.173706, 91.58583, 89.99159, 111.72034], [66.06997, 92.04761, 91.183876, 112.52616]]",0.3552980422973633,0.009388923645019531,"[0.7768232225818137, 1]",6.127357482910156e-05,"[0.8215690851211548, 0.94442147]",0.007605791091918945
18,IBP+backward (CROWN-IBP),2,0.0007,0.0007,False,contrast,"[[65.152214, 91.5454, 89.948364, 111.57056], [66.50667, 92.187386, 91.67975, 112.61368]]",0.34146785736083984,0.009658098220825195,"[0.7156030232247496, 1]",6.198883056640625e-05,"[0.7842103838920593, 0.94870895]",0.007848978042602539
19,IBP+backward (CROWN-IBP),2,0.0008,0.0008,False,contrast,"[[65.12899, 91.50253, 89.87574, 111.41791], [66.97509, 92.35123, 92.1832, 112.71799]]",0.3279099464416504,0.009329080581665039,"[0.6566215604808193, 1]",6.127357482910156e-05,"[0.7461242079734802, 0.9542976]",0.007556915283203125
20,IBP+backward (CROWN-IBP),2,0.0009000000000000001,0.0009000000000000001,False,contrast,"[[65.10335, 91.432175, 89.78163, 111.23076], [67.54697, 92.52156, 92.74309, 112.91174]]",0.3429110050201416,0.009501934051513672,"[0.5930966731903754, 1]",6.198883056640625e-05,"[0.7026130557060242, 0.9621277]",0.0076999664306640625
21,IBP+backward (CROWN-IBP),2,0.001,0.001,False,contrast,"[[65.0502, 91.3081, 89.674675, 110.99174], [68.21483, 92.72007, 93.38969, 113.11595]]",0.33977508544921875,0.00963592529296875,"[0.5265545757608612, 1]",6.198883056640625e-05,"[0.6559191346168518, 0.9741774]",0.007828950881958008
22,backward (CROWN),2,0.0,0.0,False,contrast,"[[65.2478, 91.63695, 90.06029, 112.29341], [65.2478, 91.63695, 90.06029, 112.29341]]",0.4106128215789795,0.010946035385131836,"[0.9134497259389366, 0.9134497259389366]",7.081031799316406e-05,"[0.9134497046470642, 0.9134497]",0.008759021759033203
23,backward (CROWN),2,0.0001,0.0001,False,contrast,"[[64.79845, 91.318825, 89.70291, 111.964806], [65.70796, 91.96926, 90.42691, 112.63531]]",3.4092800617218018,0.011524200439453125,"[0.8046530291696583, 1]",7.200241088867188e-05,"[0.8565340638160706, 0.972854]",0.009425878524780273
24,backward (CROWN),2,0.0002,0.0002,False,contrast,"[[64.29919, 90.96612, 89.29402, 111.59189], [66.249115, 92.35243, 90.86976, 113.033646]]",4.73323917388916,0.010097980499267578,"[0.6786251787368162, 1]",8.511543273925781e-05,"[0.7948945760726929, 1.0]",0.008025169372558594
25,backward (CROWN),2,0.00030000000000000003,0.00030000000000000003,False,contrast,"[[63.747414, 90.58078, 88.83319, 111.17681], [66.895035, 92.79262, 91.42154, 113.4953]]",5.832308053970337,0.010627985000610352,"[0.5441482829059394, 1]",7.176399230957031e-05,"[0.7282807230949402, 1.0]",0.008500814437866211
26,backward (CROWN),2,0.0004,0.0004,False,contrast,"[[63.132812, 90.16198, 88.308556, 110.71048], [67.66434, 93.29703, 92.10582, 114.031006]]",6.710536003112793,0.010953903198242188,"[0.42672504388180704, 1]",7.414817810058594e-05,"[0.6573339700698853, 1.0]",0.008725643157958984
27,backward (CROWN),2,0.0005,0.0005,False,contrast,"[[62.46016, 89.71153, 87.72519, 110.17919], [68.56409, 93.873, 92.928085, 114.6483]]",7.560771942138672,0.011317968368530273,"[0.32624836671620316, 1]",7.390975952148438e-05,"[0.5838906168937683, 1.0]",0.009192943572998047
28,backward (CROWN),2,0.0006000000000000001,0.0006000000000000001,False,contrast,"[[61.70639, 89.19902, 87.05594, 109.59058], [69.60277, 94.52019, 93.90878, 115.34912]]",8.02979588508606,0.010485172271728516,"[0.24143429091594426, 1]",7.200241088867188e-05,"[0.5097920894622803, 1.0]",0.008440971374511719
29,backward (CROWN),2,0.0007,0.0007,False,contrast,"[[60.863087, 88.59268, 86.29549, 108.93074], [70.88408, 95.250786, 95.13155, 116.1469]]",8.21762204170227,0.011078834533691406,"[0.169505930900058, 1]",7.510185241699219e-05,"[0.4130934774875641, 1.0]",0.008951902389526367
30,backward (CROWN),2,0.0008,0.0008,False,contrast,"[[59.89183, 87.934875, 85.41334, 108.19763], [72.36104, 96.070114, 96.55727, 117.04198]]",9.097660779953003,0.01110219955444336,"[0.11152861167035238, 1]",7.295608520507812e-05,"[0.31015610694885254, 1.0]",0.009007930755615234
31,backward (CROWN),2,0.0009000000000000001,0.0009000000000000001,False,contrast,"[[58.82094, 87.233765, 84.4261, 107.400734], [74.03574, 96.974144, 98.178856, 118.02849]]",9.777648210525513,0.011932849884033203,"[0.06712090905048132, 1]",7.677078247070312e-05,"[0.2122727334499359, 1.0]",0.009751081466674805
32,backward (CROWN),2,0.001,0.001,False,contrast,"[[57.632835, 86.4552, 83.31364, 106.504715], [75.9152, 97.95937, 100.03402, 119.11701]]",10.623192071914673,0.011126041412353516,"[0.03450917386507218, 1]",7.486343383789062e-05,"[0.12387704849243164, 1.0]",0.009013891220092773
