,method,eps,fake_iou,perturbation,lb_box,ub_box,IoU_vanilla,tmps_vanilla,IoU_extension,tmps_extension
16,IBP+backward (CROWN-IBP),0.0006000000000000001,False,whitenoise_xLxU,"[2.978851, 9.028745, 30.604, 36.189938]","[7.9105954, 14.83991, 41.8617, 48.507378]","[0.26410203357295764, 1]",5.5789947509765625e-05,"[0.4775380790233612, 1.0]",0.007327079772949219
17,IBP+backward (CROWN-IBP),0.0006000000000000001,False,brightness,"[3.0383623, 9.1354475, 30.790838, 36.43542]","[7.8769765, 14.8012905, 41.811577, 48.44265]","[0.27352487402614933, 1]",4.792213439941406e-05,"[0.4802624583244324, 1.0]",0.0063991546630859375
18,IBP+backward (CROWN-IBP),0.0006000000000000001,False,CGT_brightness_clamp,"[3.9245706, 9.861476, 31.715902, 37.204327]","[5.4624333, 11.959871, 35.68891, 41.83715]","[0.530675057139339, 1]",4.601478576660156e-05,"[0.7057357430458069, 0.94794536]",0.006307840347290039
19,IBP+backward (CROWN-IBP),0.0006000000000000001,False,CGT_brightness,"[2.978851, 9.028745, 30.604, 36.189938]","[7.9105954, 14.83991, 41.8617, 48.507378]","[0.26410203357295764, 1]",4.57763671875e-05,"[0.4775380790233612, 1.0]",0.006298065185546875
20,IBP+backward (CROWN-IBP),0.0008,False,whitenoise,"[2.2039962, 8.297821, 29.614395, 35.20237]","[10.037155, 17.221218, 46.622272, 53.522793]","[0.14422409448048626, 1]",6.389617919921875e-05,"[0.3413129448890686, 1.0]",0.008024215698242188
21,IBP+backward (CROWN-IBP),0.0008,False,whitenoise_xLxU,"[2.2039962, 8.297821, 29.614395, 35.20237]","[10.037155, 17.221218, 46.622272, 53.522793]","[0.14422409448048626, 1]",5.698204040527344e-05,"[0.3413129448890686, 1.0]",0.0076100826263427734
22,IBP+backward (CROWN-IBP),0.0008,False,brightness,"[2.2827322, 8.439955, 29.864332, 35.53404]","[9.991229, 17.169481, 46.55403, 53.436848]","[0.15136627451028042, 1]",5.507469177246094e-05,"[0.3437202572822571, 1.0]",0.0075511932373046875
23,IBP+backward (CROWN-IBP),0.0008,False,CGT_brightness_clamp,"[3.6972997, 9.599983, 31.351234, 36.79831]","[6.0035663, 12.558682, 37.01511, 43.232277]","[0.44911323474503695, 1]",5.078315734863281e-05,"[0.6514571905136108, 0.965636]",0.006546974182128906
24,IBP+backward (CROWN-IBP),0.0008,False,CGT_brightness,"[2.2039962, 8.297821, 29.614395, 35.20237]","[10.037155, 17.221218, 46.622272, 53.522793]","[0.14422409448048626, 1]",4.696846008300781e-05,"[0.3413129448890686, 1.0]",0.006382942199707031
25,IBP+backward (CROWN-IBP),0.001,False,whitenoise,"[1.4111528, 7.487619, 28.59202, 34.187588]","[12.607024, 19.77672, 52.087337, 58.938198]","[0.07287582320264815, 1]",6.079673767089844e-05,"[0.22660410404205322, 1.0]",0.007556915283203125
26,IBP+backward (CROWN-IBP),0.001,False,whitenoise_xLxU,"[1.4111528, 7.487619, 28.59202, 34.187588]","[12.607024, 19.77672, 52.087337, 58.938198]","[0.07287582320264815, 1]",5.4836273193359375e-05,"[0.22660410404205322, 1.0]",0.006855964660644531
27,IBP+backward (CROWN-IBP),0.001,False,brightness,"[1.5092027, 7.6633, 28.902473, 34.59798]","[12.5474615, 19.711876, 52.000656, 58.83271]","[0.07792902785213598, 1]",4.7206878662109375e-05,"[0.22860702872276306, 1.0]",0.006519794464111328
28,IBP+backward (CROWN-IBP),0.001,False,CGT_brightness_clamp,"[3.4202514, 9.326787, 30.93957, 36.37668]","[6.609472, 13.2449465, 38.45372, 44.790848]","[0.3760281765466331, 1]",4.601478576660156e-05,"[0.5953946113586426, 0.9862444]",0.006291866302490234
29,IBP+backward (CROWN-IBP),0.001,False,CGT_brightness,"[1.4111528, 7.487619, 28.59202, 34.187588]","[12.607024, 19.77672, 52.087337, 58.938198]","[0.07287582320264815, 1]",4.696846008300781e-05,"[0.22660410404205322, 1.0]",0.006377220153808594
30,IBP+backward (CROWN-IBP),0.0012000000000000001,False,whitenoise,"[0.57960546, 6.5794516, 27.487993, 33.15154]","[15.425199, 22.46932, 57.9697, 64.79571]","[0.0322451561697002, 1]",6.103515625e-05,"[0.14310501515865326, 1.0]",0.007460117340087891
31,IBP+backward (CROWN-IBP),0.0012000000000000001,False,whitenoise_xLxU,"[0.57960546, 6.5794516, 27.487993, 33.15154]","[15.425199, 22.46932, 57.9697, 64.79571]","[0.0322451561697002, 1]",5.3882598876953125e-05,"[0.14310501515865326, 1.0]",0.007300853729248047
32,IBP+backward (CROWN-IBP),0.0012000000000000001,False,brightness,"[0.69521457, 6.785848, 27.862371, 33.64112]","[15.351572, 22.384922, 57.863358, 64.66566]","[0.03563309881676913, 1]",5.1975250244140625e-05,"[0.1447736620903015, 1.0]",0.006464958190917969
33,IBP+backward (CROWN-IBP),0.0012000000000000001,False,CGT_brightness_clamp,"[3.0897822, 9.016504, 30.441626, 35.88732]","[7.3073463, 14.033058, 40.109837, 46.572727]","[0.30297071623397903, 1]",4.696846008300781e-05,"[0.5375553965568542, 1.0]",0.006112098693847656
34,IBP+backward (CROWN-IBP),0.0012000000000000001,False,CGT_brightness,"[0.57960546, 6.5794516, 27.487993, 33.15154]","[15.425199, 22.46932, 57.9697, 64.79571]","[0.0322451561697002, 1]",4.601478576660156e-05,"[0.14310501515865326, 1.0]",0.006115913391113281
35,IBP+backward (CROWN-IBP),0.0014,False,whitenoise,"[0, 5.558217, 26.117136, 31.660254]","[18.176456, 25.217737, 63.552334, 70.45194]","[0.010532853398578306, 1]",7.009506225585938e-05,"[0.06525249779224396, 1.0]",0.00770115852355957
36,IBP+backward (CROWN-IBP),0.0014,False,whitenoise_xLxU,"[0, 5.558217, 26.117136, 31.660254]","[18.176456, 25.217737, 63.552334, 70.45194]","[0.010532853398578306, 1]",6.29425048828125e-05,"[0.06525249779224396, 1.0]",0.007242918014526367
37,IBP+backward (CROWN-IBP),0.0014,False,brightness,"[0, 5.7982836, 26.560091, 32.239708]","[18.087866, 25.117334, 63.42772, 70.29995]","[0.012532548470710437, 1]",5.507469177246094e-05,"[0.07696729153394699, 1.0]",0.0067901611328125
38,IBP+backward (CROWN-IBP),0.0014,False,CGT_brightness_clamp,"[2.811681, 8.78169, 30.134432, 35.628532]","[8.067562, 14.907381, 41.89612, 48.46511]","[0.24350957994237107, 1]",4.696846008300781e-05,"[0.47473418712615967, 1.0]",0.006237983703613281
39,IBP+backward (CROWN-IBP),0.0014,False,CGT_brightness,"[0, 5.558217, 26.117136, 31.660254]","[18.176456, 25.217737, 63.552334, 70.45194]","[0.010532853398578306, 1]",5.412101745605469e-05,"[0.06525249779224396, 1.0]",0.006607770919799805
40,IBP+backward (CROWN-IBP),0.0016,False,whitenoise,"[0, 4.7007136, 25.297321, 30.908117]","[21.297781, 28.42529, 69.856186, 76.93743]","[0.001706141259099218, 1]",6.985664367675781e-05,"[0.012666034512221813, 1.0]",0.007784128189086914
41,IBP+backward (CROWN-IBP),0.0016,False,whitenoise_xLxU,"[0, 4.7007136, 25.297321, 30.908117]","[21.297781, 28.42529, 69.856186, 76.93743]","[0.001706141259099218, 1]",6.604194641113281e-05,"[0.012666034512221813, 1.0]",0.007584095001220703
42,IBP+backward (CROWN-IBP),0.0016,False,brightness,"[0, 4.970256, 25.784554, 31.555073]","[21.197245, 28.310177, 69.715385, 76.766266]","[0.002577815219408642, 1]",5.91278076171875e-05,"[0.018986402079463005, 1.0]",0.007234811782836914
43,IBP+backward (CROWN-IBP),0.0016,False,CGT_brightness_clamp,"[2.4564922, 8.449488, 29.64812, 35.152424]","[8.926367, 15.927388, 43.85025, 50.590473]","[0.1870314757300961, 1]",4.696846008300781e-05,"[0.41075292229652405, 1.0]",0.006419181823730469
44,IBP+backward (CROWN-IBP),0.0016,False,CGT_brightness,"[0, 4.7007136, 25.297321, 30.908117]","[21.297781, 28.42529, 69.856186, 76.93743]","[0.001706141259099218, 1]",5.412101745605469e-05,"[0.012666034512221813, 1.0]",0.006653785705566406
45,IBP+backward (CROWN-IBP),0.0018000000000000002,True,whitenoise,"[0, 3.463564, 23.858427, 29.538317]","[24.89859, 32.22828, 76.94723, 84.35409]","[0, 1]",0.0,"[0, 1]",0.0
46,IBP+backward (CROWN-IBP),0.0018000000000000002,True,whitenoise_xLxU,"[0, 3.463564, 23.858427, 29.538317]","[24.89859, 32.22828, 76.94723, 84.35409]","[0, 1]",0.0,"[0, 1]",0.0
47,IBP+backward (CROWN-IBP),0.0018000000000000002,True,brightness,"[0, 3.7568877, 24.395704, 30.244665]","[24.782799, 32.096764, 76.79246, 84.16803]","[0, 1]",0.0,"[0, 1]",0.0
48,IBP+backward (CROWN-IBP),0.0018000000000000002,False,CGT_brightness_clamp,"[2.102624, 8.10175, 29.17429, 34.68257]","[10.015857, 17.031494, 46.124126, 52.871094]","[0.13993229689573844, 1]",6.175041198730469e-05,"[0.35218140482902527, 1.0]",0.008057832717895508
49,IBP+backward (CROWN-IBP),0.0018000000000000002,True,CGT_brightness,"[0, 3.463564, 23.858427, 29.538317]","[24.89859, 32.22828, 76.94723, 84.35409]","[0, 1]",0.0,"[0, 1]",0.0
50,IBP+backward (CROWN-IBP),0.002,True,whitenoise,"[0, 2.3264806, 20.792881, 28.368229]","[28.67823, 35.693687, 84.14016, 90]","[0, 1]",0.0,"[0, 1]",0.0
51,IBP+backward (CROWN-IBP),0.002,True,whitenoise_xLxU,"[0, 2.3264806, 20.792881, 28.368229]","[28.67823, 35.693687, 84.14016, 90]","[0, 1]",0.0,"[0, 1]",0.0
52,IBP+backward (CROWN-IBP),0.002,True,brightness,"[0, 2.6423793, 21.489088, 29.1347]","[28.546062, 35.556023, 83.97277, 90]","[0, 1]",0.0,"[0, 1]",0.0
53,IBP+backward (CROWN-IBP),0.002,False,CGT_brightness_clamp,"[1.7418548, 7.7247734, 28.703, 34.180298]","[11.13706, 18.142305, 48.480087, 55.20485]","[0.10352065214514701, 1]",6.29425048828125e-05,"[0.29798564314842224, 1.0]",0.0076329708099365234
54,IBP+backward (CROWN-IBP),0.002,True,CGT_brightness,"[0, 2.3264806, 20.792881, 28.368229]","[28.67823, 35.693687, 84.14016, 90]","[0, 1]",0.0,"[0, 1]",0.0
